order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,request_date,return_reason,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,delivery_days,return_request_days,order_month,order_year,order_quarter,profit_category,return_probability
O118742,C15487,P239498,Home,10.02,0.1,1,Debit Card,26-04-2025,29-04-2025,Central,No,,,9.02,3.85,-1.32,44,Male,3,,April,2025,2,Loss,0.215
O118765,C14070,P211036,Grocery,26.16,0.05,2,Credit Card,30-12-2024,02-01-2025,North,No,,,49.7,4.24,-0.26,37,Male,3,,December,2024,4,Loss,0.21
O118778,C11392,P221221,Electronics,645.57,0.05,1,Credit Card,06-08-2024,11-08-2024,North,No,,,613.29,11.05,62.54,48,Female,5,,August,2024,3,Profit,0.28
O118779,C15164,P241631,Fashion,40.55,0.05,1,Credit Card,27-12-2024,31-12-2024,North,No,,,38.52,4.9,8.58,62,Female,4,,December,2024,4,Profit,0.205
O118781,C15876,P248275,Fashion,24.03,0.1,3,Debit Card,02-06-2024,07-06-2024,Central,No,,,64.88,7.26,15.45,46,Female,5,,June,2024,2,Profit,0.205
O118782,C16939,P218069,Fashion,17.46,0.1,1,UPI,06-05-2025,09-05-2025,North,No,,,15.71,4.94,0.56,20,Male,3,,May,2025,2,Profit,0.19
O118793,C10632,P211450,Electronics,53.97,0,1,COD,20-10-2023,25-10-2023,East,No,,,53.97,5.54,0.94,68,Male,5,,October,2023,4,Profit,0.235
O118807,C12210,P202560,Fashion,14.54,0,1,Credit Card,10-05-2024,14-05-2024,South,No,,,14.54,2.55,2.54,53,Female,4,,May,2024,2,Profit,0.195
O118835,C16321,P240784,Fashion,5.08,0,1,Debit Card,16-06-2025,20-06-2025,South,No,,,5.08,2.38,-0.6,43,Female,4,,June,2025,2,Loss,0.195
O118850,C14130,P214750,Fashion,58.17,0,1,Credit Card,07-03-2024,10-03-2024,North,No,,,58.17,6.89,13.47,58,Female,3,,March,2024,1,Profit,0.21
O118882,C13799,P242169,Fashion,7.53,0,1,Debit Card,15-06-2025,18-06-2025,North,No,,,7.53,3.12,-0.48,66,Female,3,,June,2025,2,Loss,0.19
O118885,C16349,P249993,Fashion,16.01,0.05,1,Credit Card,05-09-2025,09-09-2025,South,No,,,15.21,4.02,1.3,43,Female,4,,September,2025,3,Profit,0.255
O118900,C17395,P213758,Fashion,91.39,0,1,Debit Card,12-11-2023,17-11-2023,South,No,,,91.39,7.01,24.98,37,Female,5,,November,2023,4,Profit,0.255
O118916,C10909,P237021,Electronics,133.75,0.05,1,Credit Card,26-11-2024,29-11-2024,North,No,,,127.06,6.82,8.43,43,Other,3,,November,2024,4,Profit,0.275
O118958,C17164,P232035,Home,14.89,0.05,1,Credit Card,31-05-2024,04-06-2024,West,No,,,14.15,2.85,1.11,62,Male,4,,May,2024,2,Profit,0.21
O118975,C10639,P240679,Fashion,105.8,0.05,1,Debit Card,28-04-2025,04-05-2025,East,No,,,100.51,7.27,27.91,50,Female,6,,April,2025,2,Profit,0.19
O118980,C14964,P246903,Fashion,11.84,0.15,2,Credit Card,14-11-2024,18-11-2024,West,No,,,20.13,5.15,1.9,23,Female,4,,November,2024,4,Profit,0.2
O118995,C16127,P228841,Fashion,21.38,0.05,1,Debit Card,15-12-2023,18-12-2023,North,No,,,20.31,5.23,1.88,59,Female,3,,December,2023,4,Profit,0.315
O118997,C11645,P234703,Fashion,15.91,0,1,Debit Card,06-11-2023,11-11-2023,North,Yes,14-11-2023,Not as described,15.91,2.5,3.07,18,Male,5,3,November,2023,4,Profit,0.2
O119029,C15669,P201839,Electronics,95.11,0,1,Credit Card,08-09-2025,11-09-2025,North,No,,,95.11,7.63,3.78,26,Female,3,,September,2025,3,Profit,0.25
O119041,C14429,P211474,Fashion,5.37,0,1,UPI,23-04-2025,30-04-2025,South,No,,,5.37,1.83,0.05,44,Female,7,,April,2025,2,Profit,0.205
O119042,C14606,P200159,Fashion,39.8,0,1,Credit Card,19-05-2025,24-05-2025,North,No,,,39.8,4.85,9.08,48,Female,5,,May,2025,2,Profit,0.21
O119061,C14925,P239009,Fashion,33.11,0,2,Debit Card,24-08-2025,29-08-2025,South,Yes,03-09-2025,Missing/Wrong item,66.22,6.03,17.15,37,Female,5,5,August,2025,3,Profit,0.225
O119076,C13905,P209933,Fashion,113.58,0,1,Debit Card,10-07-2025,14-07-2025,Central,No,,,113.58,8.55,31.2,24,Female,4,,July,2025,3,Profit,0.23
O119078,C13338,P230481,Fashion,50.74,0.15,1,Credit Card,28-04-2025,02-05-2025,North,No,,,43.13,6.65,8.45,47,Female,4,,April,2025,2,Profit,0.205
O119112,C10825,P221187,Grocery,11.02,0.15,3,Debit Card,03-10-2024,09-10-2024,North,No,,,28.1,4.84,-2.59,32,Male,6,,October,2024,4,Loss,0.215
O119114,C17276,P211620,Fashion,16.46,0,1,Credit Card,24-08-2024,28-08-2024,West,No,,,16.46,3.84,1.92,65,Female,4,,August,2024,3,Profit,0.19
O119123,C17111,P234574,Electronics,519.7,0.15,1,Credit Card,15-05-2024,19-05-2024,North,No,,,441.74,8.76,44.25,24,Female,4,,May,2024,2,Profit,0.28
O119124,C14895,P226030,Fashion,92.96,0.15,1,Credit Card,29-08-2025,04-09-2025,North,Yes,22-09-2025,Defective,79.02,7,20.66,34,Female,6,18,August,2025,3,Profit,0.205
O119152,C14721,P233059,Beauty,61.66,0,1,Credit Card,06-06-2025,13-06-2025,North,No,,,61.66,7.08,20.67,23,Other,7,,June,2025,2,Profit,0.195
O119153,C17629,P225788,Fashion,69.88,0,1,Credit Card,24-02-2024,27-02-2024,North,No,,,69.88,5.35,19.11,39,Female,3,,February,2024,1,Profit,0.21
O119166,C11080,P213111,Fashion,30.79,0.15,1,Credit Card,17-01-2024,21-01-2024,North,Yes,09-02-2024,Missing/Wrong item,26.17,4.31,4.85,34,Female,4,19,January,2024,1,Profit,0.2
O119191,C10245,P220631,Sports,134.65,0.3,1,Credit Card,12-02-2025,15-02-2025,North,Yes,04-03-2025,Defective,94.26,5.51,22.77,44,Female,3,17,February,2025,1,Profit,0.19
O119199,C11465,P243889,Fashion,83.2,0.1,1,Credit Card,11-04-2025,16-04-2025,North,No,,,74.88,5.98,20.23,53,Female,5,,April,2025,2,Profit,0.205
O119205,C15175,P229852,Fashion,44.78,0.15,1,Debit Card,06-02-2025,09-02-2025,North,Yes,01-03-2025,Missing/Wrong item,38.06,5.97,7.35,25,Female,3,20,February,2025,1,Profit,0.22
O119257,C13201,P211406,Grocery,3.62,0.2,1,Debit Card,05-03-2025,10-03-2025,Central,No,,,2.9,1.34,-1.11,46,Male,5,,March,2025,1,Loss,0.19
O119313,C10591,P204589,Fashion,19.14,0,1,Debit Card,02-09-2024,09-09-2024,West,No,,,19.14,4.46,2.24,44,Female,7,,September,2024,3,Profit,0.215
O119344,C16605,P225378,Grocery,21.39,0.05,1,Debit Card,28-03-2025,31-03-2025,Central,No,,,20.32,5.31,-3.68,62,Male,3,,March,2025,1,Loss,0.205
O119353,C12809,P217812,Home,19.79,0.15,1,Debit Card,07-03-2024,12-03-2024,West,No,,,16.82,5.69,-0.98,51,Male,5,,March,2024,1,Loss,0.195
O119357,C11679,P203781,Fashion,13.45,0.1,1,PayPal,06-04-2024,10-04-2024,South,No,,,12.1,3.49,0.74,58,Female,4,,April,2024,2,Profit,0.215
O119372,C14173,P227574,Fashion,78.28,0,1,Debit Card,03-12-2024,07-12-2024,Central,No,,,78.28,6.5,20.9,43,Female,4,,December,2024,4,Profit,0.23
O119411,C14558,P228432,Fashion,11.56,0,1,Debit Card,16-08-2024,20-08-2024,South,No,,,11.56,3.36,0.69,48,Male,4,,August,2024,3,Profit,0.21
O119457,C11331,P216256,Electronics,254.62,0,1,Credit Card,22-03-2024,27-03-2024,North,No,,,254.62,9.74,20.81,46,Female,5,,March,2024,1,Profit,0.285
O119473,C17105,P200201,Grocery,3.89,0.1,3,Credit Card,14-07-2025,20-07-2025,South,No,,,10.5,3.27,-2.43,21,Male,6,,July,2025,3,Loss,0.19
O119485,C13688,P235934,Electronics,85.61,0.2,1,Credit Card,28-07-2025,01-08-2025,North,No,,,68.49,4.77,3.45,36,Female,4,,July,2025,3,Profit,0.24
O119488,C15473,P236418,Fashion,105.3,0.15,5,Debit Card,30-04-2024,03-05-2024,North,Yes,28-05-2024,Missing/Wrong item,447.52,11.37,145.26,69,Female,3,25,April,2024,2,Profit,0.37
O119502,C14789,P226696,Fashion,20.46,0.15,1,Credit Card,30-10-2023,03-11-2023,Central,No,,,17.39,4.71,1.38,52,Female,4,,October,2023,4,Profit,0.24
O119505,C14242,P222863,Grocery,13.56,0.15,1,Debit Card,02-01-2025,06-01-2025,Central,No,,,11.53,4.28,-3.36,57,Male,4,,January,2025,1,Loss,0.205
O119521,C14137,P216257,Fashion,73.63,0.2,1,Debit Card,07-11-2023,11-11-2023,North,No,,,58.9,5.64,14.97,18,Female,4,,November,2023,4,Profit,0.22
O119528,C16157,P229984,Home,14.38,0.05,1,Debit Card,07-08-2025,13-08-2025,East,No,,,13.66,4.08,-0.26,38,Male,6,,August,2025,3,Loss,0.195
O119534,C10871,P232337,Fashion,22.76,0,1,Debit Card,12-09-2024,15-09-2024,North,No,,,22.76,4.5,3.47,68,Female,3,,September,2024,3,Profit,0.235
O119547,C15613,P229925,Fashion,40.09,0.1,1,Debit Card,17-01-2024,20-01-2024,Central,No,,,36.08,5.21,7.42,69,Female,3,,January,2024,1,Profit,0.235
O119548,C15448,P212509,Home,24.73,0,1,Credit Card,24-07-2024,29-07-2024,West,No,,,24.73,5.99,0.93,19,Male,5,,July,2024,3,Profit,0.2
O119552,C17723,P230326,Electronics,711.78,0,1,Credit Card,11-07-2025,17-07-2025,North,No,,,711.78,10.03,75.38,53,Male,6,,July,2025,3,Profit,0.19
O119609,C15843,P211556,Fashion,5.38,0.05,1,Debit Card,14-05-2024,20-05-2024,South,No,,,5.11,2.81,-1.02,60,Female,6,,May,2024,2,Loss,0.195
O119614,C12236,P208482,Fashion,67.11,0,5,Debit Card,29-05-2024,04-06-2024,East,No,,,335.55,8.09,109.35,21,Female,6,,May,2024,2,Profit,0.2
O119620,C10345,P219054,Toys,108.11,0,1,Credit Card,29-11-2024,03-12-2024,North,No,,,108.11,4.95,38.29,55,Female,4,,November,2024,4,Profit,0.195
O119639,C15942,P243316,Fashion,134.4,0,1,Debit Card,27-06-2025,01-07-2025,South,No,,,134.4,5.5,41.54,63,Female,4,,June,2025,2,Profit,0.255
O119644,C13361,P227122,Sports,10.72,0.1,1,Credit Card,03-10-2024,07-10-2024,North,No,,,9.65,2.79,0.1,27,Female,4,,October,2024,4,Profit,0.195
O119657,C11844,P212712,Fashion,35.5,0,1,Debit Card,27-08-2025,31-08-2025,Central,No,,,35.5,6.63,5.79,39,Female,4,,August,2025,3,Profit,0.225
O119662,C17340,P241281,Fashion,23.79,0.05,1,Debit Card,20-10-2023,25-10-2023,East,No,,,22.6,5.41,2.5,44,Female,5,,October,2023,4,Profit,0.225
O119668,C11043,P228143,Fashion,29.09,0.05,1,Debit Card,11-03-2025,16-03-2025,North,No,,,27.64,6.31,3.36,52,Male,5,,March,2025,1,Profit,0.19
O119672,C15622,P241697,Electronics,705.15,0.05,1,Credit Card,29-04-2025,02-05-2025,North,No,,,669.89,8.57,71.82,18,Male,3,,April,2025,2,Profit,0.19
O119677,C10309,P226009,Toys,8.39,0,1,Debit Card,10-09-2024,14-09-2024,West,No,,,8.39,1.42,1.94,33,Female,4,,September,2024,3,Profit,0.2
O119678,C16661,P244602,Fashion,72.78,0,1,Debit Card,06-06-2024,11-06-2024,North,No,,,72.78,7.64,17.83,28,Other,5,,June,2024,2,Profit,0.22
O119690,C14014,P249001,Grocery,10.3,0.15,1,Debit Card,21-03-2024,27-03-2024,South,No,,,8.76,5.29,-4.59,35,Male,6,,March,2024,1,Loss,0.19
O119693,C15353,P201329,Fashion,40.76,0,4,Credit Card,19-09-2024,24-09-2024,North,No,,,163.04,8.29,48.77,33,Male,5,,September,2024,3,Profit,0.225
O119742,C10494,P228843,Fashion,7.13,0.1,1,Credit Card,30-01-2025,05-02-2025,South,No,,,6.42,1.84,0.41,33,Female,6,,January,2025,1,Profit,0.19
O119763,C15137,P215050,Fashion,79.58,0.05,2,Debit Card,20-08-2024,25-08-2024,South,No,,,151.2,8.37,44.55,62,Female,5,,August,2024,3,Profit,0.215
O119768,C12324,P214526,Fashion,95.11,0.05,1,Debit Card,26-08-2024,01-09-2024,East,Yes,14-09-2024,Not as described,90.35,6.33,25.29,46,Female,6,13,August,2024,3,Profit,0.19
O119772,C12561,P234269,Fashion,32.35,0,1,Debit Card,22-09-2024,28-09-2024,South,No,,,32.35,5.14,6.18,50,Other,6,,September,2024,3,Profit,0.245
O119800,C16584,P231109,Fashion,144.01,0,1,Debit Card,25-05-2024,29-05-2024,South,No,,,144.01,6.77,43.63,45,Female,4,,May,2024,2,Profit,0.255
O119806,C13742,P236092,Electronics,235.63,0,1,Credit Card,05-08-2024,09-08-2024,North,No,,,235.63,8.07,20.21,26,Male,4,,August,2024,3,Profit,0.19
O119808,C11542,P243647,Fashion,36.07,0,1,Credit Card,13-10-2023,16-10-2023,North,No,,,36.07,5.98,6.64,25,Female,3,,October,2023,4,Profit,0.205
O119816,C10908,P236646,Home,19.97,0,1,Credit Card,05-07-2025,10-07-2025,East,No,,,19.97,4.12,1.47,59,Other,5,,July,2025,3,Profit,0.21
O119852,C15585,P218347,Fashion,13.74,0,1,COD,01-08-2025,07-08-2025,South,No,,,13.74,3.65,1.16,43,Female,6,,August,2025,3,Profit,0.235
O119858,C13831,P206142,Grocery,7.35,0,1,Debit Card,12-06-2024,16-06-2024,Central,No,,,7.35,4.77,-4.18,67,Male,4,,June,2024,2,Loss,0.2
O119888,C16081,P222874,Beauty,11,0.05,1,Credit Card,23-10-2023,26-10-2023,North,No,,,10.45,3.78,0.92,32,Female,3,,October,2023,4,Profit,0.215
O119935,C17529,P233540,Home,257.88,0,4,Credit Card,19-11-2024,24-11-2024,South,No,,,1031.52,9.62,279.21,64,Female,5,,November,2024,4,Profit,0.215
O119946,C14348,P201839,Toys,14.93,0,1,Credit Card,02-03-2025,06-03-2025,North,No,,,14.93,3.96,2.01,26,Female,4,,March,2025,1,Profit,0.21
O119948,C11459,P217186,Grocery,5.24,0,4,Debit Card,04-06-2025,09-06-2025,West,No,,,20.96,5.33,-3.65,41,Male,5,,June,2025,2,Loss,0.195
O119961,C14901,P202052,Electronics,350.15,0.2,1,Credit Card,06-01-2024,10-01-2024,North,No,,,280.12,8.79,24.82,50,Male,4,,January,2024,1,Profit,0.19
O119972,C13428,P203109,Fashion,77.72,0,1,Debit Card,28-01-2024,02-02-2024,South,No,,,77.72,6.97,20.23,48,Female,5,,January,2024,1,Profit,0.255
O119974,C11708,P237772,Grocery,16.75,0.2,1,Debit Card,29-08-2024,03-09-2024,East,No,,,13.4,4.84,-3.77,61,Male,5,,August,2024,3,Loss,0.2
O119988,C13796,P249795,Fashion,77.68,0.2,1,Debit Card,26-09-2023,30-09-2023,South,No,,,62.14,6.12,15.63,42,Female,4,,September,2023,3,Profit,0.245
O119994,C16370,P204807,Sports,58.38,0.1,1,Credit Card,10-02-2025,13-02-2025,North,No,,,52.54,4.55,11.21,25,Female,3,,February,2025,1,Profit,0.19
O120017,C15278,P237204,Electronics,66.04,0,1,COD,26-12-2023,01-01-2024,East,Yes,26-01-2024,Missing/Wrong item,66.04,7.12,0.8,62,Male,6,25,December,2023,4,Profit,0.215
O120032,C15419,P237506,Electronics,291.29,0,1,Credit Card,20-04-2025,25-04-2025,North,No,,,291.29,7.94,27.01,59,Male,5,,April,2025,2,Profit,0.19
O120056,C16291,P213280,Fashion,6.28,0,1,COD,23-08-2024,28-08-2024,Central,No,,,6.28,2.71,-0.51,26,Other,5,,August,2024,3,Loss,0.2
O120062,C11497,P229604,Fashion,33.19,0,1,Credit Card,04-04-2024,08-04-2024,North,No,,,33.19,5.3,6.32,56,Female,4,,April,2024,2,Profit,0.2
O120075,C14762,P231864,Fashion,8.73,0,1,COD,25-05-2025,31-05-2025,East,No,,,8.73,1.72,1.34,26,Female,6,,May,2025,2,Profit,0.19
O120106,C11438,P233027,Grocery,15.76,0.15,3,Debit Card,06-02-2025,09-02-2025,North,No,,,40.19,6.64,-3.42,48,Male,3,,February,2025,1,Loss,0.215
O120127,C10791,P211291,Sports,104.29,0,1,Credit Card,16-07-2025,19-07-2025,North,No,,,104.29,5.77,25.52,34,Female,3,,July,2025,3,Profit,0.195
O120135,C17757,P215405,Fashion,135.72,0,2,Debit Card,06-12-2024,10-12-2024,North,No,,,271.44,8.46,86.54,53,Other,4,,December,2024,4,Profit,0.23
O120138,C11330,P203239,Fashion,44.81,0,1,Debit Card,27-05-2024,31-05-2024,Central,No,,,44.81,6.02,9.66,35,Female,4,,May,2024,2,Profit,0.23
O120140,C14446,P212567,Electronics,211.96,0.05,1,Credit Card,29-06-2025,03-07-2025,North,No,,,201.36,7.16,17,36,Female,4,,June,2025,2,Profit,0.28
O120152,C17988,P239080,Fashion,182.74,0,1,Debit Card,17-10-2023,22-10-2023,North,No,,,182.74,8.94,55.02,43,Female,5,,October,2023,4,Profit,0.22
O120154,C11575,P237419,Sports,146.92,0,1,Credit Card,29-04-2025,03-05-2025,North,No,,,146.92,9.02,35.06,49,Female,4,,April,2025,2,Profit,0.195
O120158,C11991,P232192,Fashion,154.37,0.05,1,Debit Card,11-01-2025,14-01-2025,North,No,,,146.65,8.34,42.99,66,Female,3,,January,2025,1,Profit,0.22
O120168,C10461,P202261,Electronics,58.45,0,1,COD,25-08-2025,31-08-2025,East,No,,,58.45,6.07,0.94,67,Male,6,,August,2025,3,Profit,0.235
O120174,C14454,P235212,Electronics,194.82,0,1,Credit Card,17-10-2023,22-10-2023,North,No,,,194.82,8.46,14.92,61,Female,5,,October,2023,4,Profit,0.285
O120185,C10827,P216862,Electronics,310.07,0.2,1,Credit Card,27-09-2024,03-10-2024,North,No,,,248.06,8.7,21.07,52,Other,6,,September,2024,3,Profit,0.28
O120189,C12333,P224685,Fashion,67.1,0,1,Credit Card,09-06-2024,12-06-2024,North,No,,,67.1,8.12,15.36,54,Female,3,,June,2024,2,Profit,0.21
O120203,C16053,P246841,Electronics,103.86,0.15,1,Credit Card,23-07-2024,26-07-2024,North,No,,,88.28,7.66,2.93,65,Female,3,,July,2024,3,Profit,0.24
O120207,C11629,P215611,Grocery,2.71,0,1,Wallet,17-05-2025,25-05-2025,East,No,,,2.71,0.34,-0.12,47,Male,8,,May,2025,2,Loss,0.2
O120230,C10507,P222299,Electronics,285.38,0,1,Credit Card,27-11-2024,01-12-2024,North,No,,,285.38,9.49,24.76,59,Female,4,,November,2024,4,Profit,0.285
O120280,C14865,P231545,Fashion,16.02,0.1,1,Credit Card,17-07-2025,24-07-2025,East,No,,,14.42,4.51,0.54,47,Female,7,,July,2025,3,Profit,0.195
O120322,C16840,P248847,Electronics,594.08,0,1,Credit Card,10-04-2024,13-04-2024,North,No,,,594.08,8.37,62.92,25,Male,3,,April,2024,2,Profit,0.19
O120333,C10597,P226862,Grocery,6.14,0,1,Debit Card,23-05-2025,29-05-2025,East,No,,,6.14,3.9,-3.41,50,Male,6,,May,2025,2,Loss,0.2
O120336,C14135,P208200,Fashion,41.49,0,1,Credit Card,16-06-2025,20-06-2025,North,Yes,03-07-2025,No longer needed,41.49,6.7,7.82,64,Female,4,13,June,2025,2,Profit,0.21
O120342,C15580,P230871,Fashion,134.8,0,1,Credit Card,09-01-2024,12-01-2024,North,No,,,134.8,5.46,41.72,66,Female,3,,January,2024,1,Profit,0.21
O120343,C16764,P202457,Fashion,8.49,0.05,4,UPI,28-10-2024,02-11-2024,North,No,,,32.26,3.51,7.78,48,Male,5,,October,2024,4,Profit,0.205
O120351,C14993,P202714,Fashion,7,0,1,Debit Card,10-06-2024,16-06-2024,Central,No,,,7,2.55,-0.1,31,Female,6,,June,2024,2,Loss,0.215
O120368,C15157,P246621,Electronics,156.36,0.05,1,Credit Card,05-07-2024,08-07-2024,North,No,,,148.54,7.77,10.05,54,Female,3,,July,2024,3,Profit,0.28
O120370,C14595,P221492,Fashion,22.98,0.1,1,Credit Card,15-11-2023,19-11-2023,North,No,,,20.68,4.19,3.05,44,Male,4,,November,2023,4,Profit,0.205
O120380,C15804,P225420,Fashion,13.73,0.1,1,UPI,27-03-2025,01-04-2025,South,No,,,12.36,4.16,0.17,55,Female,5,,March,2025,1,Profit,0.195
O120383,C13021,P226680,Fashion,17.34,0.05,1,Debit Card,30-05-2025,05-06-2025,South,No,,,16.47,4.4,1.36,18,Female,6,,May,2025,2,Profit,0.33
O120399,C10633,P218170,Fashion,56.89,0.15,1,Credit Card,11-11-2023,15-11-2023,North,No,,,48.36,4.86,12.07,35,Female,4,,November,2023,4,Profit,0.205
O120405,C17479,P248954,Sports,16.57,0.05,1,Credit Card,25-08-2024,29-08-2024,Central,No,,,15.74,3.72,1,68,Other,4,,August,2024,3,Profit,0.195
O120419,C16230,P227385,Electronics,216.32,0.15,2,Credit Card,01-07-2025,05-07-2025,North,No,,,367.74,8.78,35.35,69,Female,4,,July,2025,3,Profit,0.2
O120427,C15089,P231793,Fashion,14.04,0,1,Debit Card,08-01-2024,13-01-2024,East,Yes,31-01-2024,No longer needed,14.04,4.1,0.81,66,Female,5,18,January,2024,1,Profit,0.265
O120437,C16092,P248473,Fashion,64.11,0,4,Debit Card,27-11-2023,30-11-2023,North,No,,,256.44,7.61,82.14,56,Female,3,,November,2023,4,Profit,0.37
O120472,C10794,P202876,Fashion,14.69,0.05,1,Credit Card,22-11-2023,27-11-2023,South,No,,,13.96,3.78,1.11,41,Female,5,,November,2023,4,Profit,0.26
O120478,C10434,P243819,Beauty,9.75,0,1,Credit Card,10-04-2024,15-04-2024,Central,No,,,9.75,3.42,0.97,54,Female,5,,April,2024,2,Profit,0.195
O120487,C13959,P244124,Electronics,209.78,0,1,Credit Card,10-03-2024,13-03-2024,North,No,,,209.78,7.87,17.3,63,Female,3,,March,2024,1,Profit,0.285
O120494,C12713,P212926,Fashion,18.21,0,1,Credit Card,24-09-2023,30-09-2023,West,No,,,18.21,4.65,1.72,24,Female,6,,September,2023,3,Profit,0.195
O120502,C12404,P239338,Fashion,28.12,0.05,1,Debit Card,09-04-2025,12-04-2025,Central,No,,,26.71,4.32,5.03,37,Female,3,,April,2025,2,Profit,0.235
O120508,C12303,P202120,Sports,310.76,0,1,Credit Card,31-05-2024,03-06-2024,North,No,,,310.76,5.63,87.6,29,Female,3,,May,2024,2,Profit,0.195
O120518,C14850,P216297,Fashion,15.59,0,1,Credit Card,03-08-2025,08-08-2025,South,No,,,15.59,5.92,-0.46,27,Female,5,,August,2025,3,Loss,0.225
O120534,C12231,P223539,Grocery,15.84,0.15,1,Debit Card,05-08-2025,09-08-2025,Central,No,,,13.46,3.22,-2.14,69,Male,4,,August,2025,3,Loss,0.205
O120574,C13109,P247147,Fashion,7.5,0.2,1,Debit Card,04-07-2025,11-07-2025,South,No,,,6,2.16,-0.06,55,Other,7,,July,2025,3,Loss,0.26
O120580,C17057,P229936,Fashion,22.66,0.05,1,Debit Card,05-08-2025,10-08-2025,South,No,,,21.53,3.66,3.88,48,Female,5,,August,2025,3,Profit,0.245
O120603,C12432,P214464,Fashion,123.27,0.05,1,Debit Card,25-07-2024,30-07-2024,South,No,,,117.11,6.87,34.12,64,Female,5,,July,2024,3,Profit,0.245
O120608,C10916,P246174,Fashion,73.8,0,1,Debit Card,30-05-2025,04-06-2025,East,No,,,73.8,6.24,19.59,18,Other,5,,May,2025,2,Profit,0.19
O120612,C10338,P217391,Electronics,580.08,0.1,1,Credit Card,31-05-2024,04-06-2024,North,No,,,522.07,10.71,51.94,62,Male,4,,May,2024,2,Profit,0.19
O120642,C10981,P223255,Electronics,448.95,0,1,Credit Card,28-04-2025,04-05-2025,North,No,,,448.95,8.52,45.35,29,Male,6,,April,2025,2,Profit,0.19
O120667,C11755,P232859,Fashion,33.86,0.2,1,Debit Card,07-08-2024,11-08-2024,Central,No,,,27.09,5.29,4.19,54,Female,4,,August,2024,3,Profit,0.24
O120673,C14638,P249370,Fashion,151.94,0.05,1,Debit Card,17-02-2025,21-02-2025,North,No,,,144.34,6.06,44.46,30,Female,4,,February,2025,1,Profit,0.22
O120684,C17081,P229733,Fashion,35.16,0.1,1,Debit Card,23-06-2025,26-06-2025,Central,No,,,31.64,3.98,7.09,66,Female,3,,June,2025,2,Profit,0.235
O120701,C17368,P236996,Electronics,192.87,0.15,1,Credit Card,25-02-2025,28-02-2025,North,No,,,163.94,7.47,12.2,31,Other,3,,February,2025,1,Profit,0.28
O120727,C11374,P220637,Fashion,51.19,0,1,Debit Card,25-07-2025,29-07-2025,North,No,,,51.19,5.5,12.42,53,Other,4,,July,2025,3,Profit,0.22
O120745,C14823,P210367,Fashion,11,0,1,Debit Card,09-09-2024,16-09-2024,South,No,,,11,3.98,-0.13,54,Male,7,,September,2024,3,Loss,0.195
O120746,C15147,P227483,Electronics,166.45,0.05,1,Credit Card,27-03-2025,31-03-2025,North,Yes,27-04-2025,No longer needed,158.13,7.55,11.43,36,Female,4,27,March,2025,1,Profit,0.28
O120768,C11909,P238071,Fashion,86.27,0.3,1,Debit Card,31-08-2024,04-09-2024,Central,No,,,60.39,7.4,13.74,27,Other,4,,August,2024,3,Profit,0.235
O120814,C13706,P214873,Grocery,15.01,0.05,1,Debit Card,03-04-2025,08-04-2025,South,No,,,14.26,4.03,-2.89,36,Male,5,,April,2025,2,Loss,0.19
O120819,C12811,P212117,Sports,72.18,0.15,1,Credit Card,09-02-2024,12-02-2024,North,No,,,61.35,5.05,13.36,38,Female,3,,February,2024,1,Profit,0.19
O120831,C15101,P200218,Fashion,18.66,0.1,4,COD,21-08-2024,25-08-2024,North,No,,,67.18,6.07,17.44,54,Female,4,,August,2024,3,Profit,0.255
O120854,C16170,P224339,Grocery,1.42,0.05,4,Debit Card,31-03-2025,03-04-2025,Central,No,,,5.4,2.13,-1.7,34,Male,3,,March,2025,1,Loss,0.215
O120919,C15188,P207406,Fashion,37.62,0,1,Credit Card,31-01-2025,04-02-2025,North,No,,,37.62,4.29,8.88,53,Female,4,,January,2025,1,Profit,0.21
O120930,C16118,P244217,Fashion,32.39,0,1,Debit Card,07-10-2023,12-10-2023,South,No,,,32.39,4.66,6.68,47,Female,5,,October,2023,4,Profit,0.245
O120932,C13560,P221074,Fashion,19.84,0.3,1,Credit Card,28-03-2024,01-04-2024,West,Yes,24-04-2024,No longer needed,13.89,3.69,1.17,26,Female,4,23,March,2024,1,Profit,0.2
O120967,C17816,P203640,Sports,10.37,0.05,1,Credit Card,03-05-2025,07-05-2025,North,No,,,9.85,2.69,0.26,55,Female,4,,May,2025,2,Profit,0.205
O120987,C13034,P221936,Electronics,83.12,0.1,1,Credit Card,18-12-2023,22-12-2023,North,No,,,74.81,6.58,2.4,52,Female,4,,December,2023,4,Profit,0.225
O120990,C11897,P246301,Electronics,996.26,0.05,2,Credit Card,31-12-2024,04-01-2025,North,No,,,1892.89,11.2,215.95,60,Female,4,,December,2024,4,Profit,0.2
O120996,C17365,P213632,Fashion,18.32,0.05,1,PayPal,15-11-2024,19-11-2024,North,No,,,17.4,3.94,2.15,22,Female,4,,November,2024,4,Profit,0.225
O121021,C11620,P237566,Fashion,5.47,0,2,Debit Card,03-06-2024,08-06-2024,West,No,,,10.94,4.32,-0.49,30,Female,5,,June,2024,2,Loss,0.205
O121022,C15392,P247986,Grocery,27.35,0.15,1,Debit Card,23-12-2024,28-12-2024,South,No,,,23.25,5.24,-3.38,62,Male,5,,December,2024,4,Loss,0.19
